customerID,Name,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_rate,Churn Score,CLTV,Churn Reason,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Age,Under 30,Married,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Score.1,Churn Category
9798-OPFEM,Naveena Mainali,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cash,633.0,28113.0,No,0,37,4791,,1,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161,42,No,No,No,0,Offer B,983.4000000000001,0,No,No,No,0.0,0,45236.4,73349.4,5,Stayed,37,0
3794-NFNCH,Tej Bhatta,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,eSewa,1500.0,44247.0,No,0,29,4715,,1,United States,California,Bella Vista,96008,"40.722733, -122.109666",40.722733,-122.109666,53,No,Yes,Yes,10,Offer C,694.8,6,No,No,Yes,0.0,0,20844.0,65090.99999999999,4,Stayed,29,0
5193-QLVZB,Prithivi Adhikari,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,3142.5,196095.0,No,0,30,5882,,1,United States,California,Bieber,96009,"41.083464, -121.107929",41.083464,-121.107929,52,No,No,No,0,Offer B,1462.5,21,Yes,No,Yes,0.0,0,92137.5,288232.5,5,Stayed,30,0
7114-AEOZE,Sachina Kharel,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,595.5,33843.0,No,0,58,6213,,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,53,No,No,No,0,Offer B,933.6,0,No,No,No,0.0,0,56016.0,89859.0,4,Stayed,58,0
5522-NYKPB,Radhe Danwar,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Cash,2577.0,65971.5,No,0,79,3153,,1,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,26,Yes,Yes,No,0,Offer C,353.7,59,No,Yes,Yes,0.0,0,8842.5,74814.0,3,Stayed,79,0
9957-YODKZ,Mitesh Mahatto,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Cash,2424.0,13713.0,No,0,68,5611,,1,United States,California,Canby,96015,"41.486953, -120.913975",41.486953,-120.913975,75,No,Yes,Yes,4,None,506.1,17,No,No,No,0.0,900,3036.6,17649.600000000002,5,Stayed,68,0
6518-KZXCB,Bhavesh Mainali,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,eSewa,757.5,16995.0,No,0,61,3403,,1,United States,California,Cassel,96016,"40.936285, -121.572692",40.936285,-121.572692,61,No,No,No,0,Offer D,143.7,0,No,No,No,0.0,0,3161.3999999999996,20156.4,4,Stayed,61,0
2245-ADZFJ,Shrijana Kc,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mobile Banking,2416.5,74148.0,No,0,24,3491,,1,United States,California,Castella,96017,"41.121108, -122.336613",41.121108,-122.336613,58,No,Yes,Yes,9,Offer C,855.6,2,Yes,Yes,Yes,0.0,0,26523.6,100671.59999999999,4,Stayed,24,0
7776-QGYJC,Amrita Magar,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mobile Banking,2445.0,93219.0,No,0,25,2042,,1,United States,California,Shasta Lake,96019,"40.692523, -122.369876",40.692523,-122.369876,64,No,Yes,Yes,7,Offer C,1220.4,76,No,Yes,Yes,0.0,0,47595.6,140814.59999999998,5,Stayed,25,0
9313-QOLTZ,Gaurav Nepal,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,627.0,15548.999999999998,No,0,51,5895,,1,United States,California,Chester,96020,"40.243494, -121.154733",40.243494,-121.154733,31,No,No,No,0,Offer C,951.9,0,No,No,No,0.0,0,24749.4,40298.4,3,Stayed,51,0
4672-FOTSD,Bimal Mahatto,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Cash,2017.5,24969.0,No,0,56,4334,,1,United States,California,Dorris,96023,"41.949216, -122.050062",41.949216,-122.050062,54,No,No,No,0,Offer D,1374.0,4,No,Yes,Yes,0.0,0,16487.999999999996,41457.0,3,Stayed,56,0
9818-XQCUV,Neelima Baral,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,610.5,1359.0,No,0,61,5994,,1,United States,California,Dunsmuir,96025,"41.212695, -122.392067",41.212695,-122.392067,52,No,No,No,0,None,777.6,0,No,No,No,0.0,0,1555.2,2914.2,3,Joined,61,0
7338-ERIVA,Yuvraj Khatri,Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mobile Banking,1351.5,53718.0,No,0,61,4003,,1,United States,California,Etna,96027,"41.405193, -123.008567",41.405193,-123.008567,40,No,No,No,0,Offer C,0.0,13,No,Yes,Yes,0.0,0,0.0,53718.0,3,Stayed,61,0
8259-NFJTV,Sweata Rana,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,eSewa,1039.5,7398.0,No,0,45,5996,,1,United States,California,Flournoy,96029,"39.84784, -122.544556",39.84784,-122.544556,37,No,Yes,Yes,8,None,0.0,17,No,Yes,Yes,0.0,0,0.0,7398.0,3,Stayed,45,0
3223-DWFIO,Som Shamsher,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cash,2080.5,7849.499999999999,No,0,26,4140,,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",41.232128,-123.194748,77,No,No,No,0,None,903.3,25,No,No,Yes,0.0,0,3613.2,11462.699999999999,3,Stayed,26,0
6968-GMKPR,Pratiksha Khadgi,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Cash,2446.5,135285.0,No,0,80,5167,,1,United States,California,French Gulch,96033,"40.740138, -122.587476",40.740138,-122.587476,39,No,No,No,0,Offer B,670.2,4,No,No,Yes,0.0,0,36861.0,172146.0,3,Stayed,80,0
4751-ERMAN,Tila Basnet,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,2262.0,164407.5,No,0,35,4171,,1,United States,California,Gazelle,96034,"41.411315, -122.697236",41.411315,-122.697236,43,No,Yes,Yes,7,None,1264.8,18,Yes,No,Yes,0.0,0,91065.59999999999,255473.1,3,Stayed,35,0
1436-ZMJAN,Bhanu Pathak,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2034.0,19594.5,No,0,79,2709,,1,United States,California,Gerber,96035,"40.03194, -122.176023",40.03194,-122.176023,62,No,Yes,Yes,6,Offer D,1112.3999999999999,7,Yes,No,Yes,0.0,0,11124.0,30718.5,5,Stayed,79,0
3292-PBZEJ,Piysuh Moktan,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,3342.0,35491.5,No,0,28,3175,,1,United States,California,Greenview,96037,"41.528541, -122.955018",41.528541,-122.955018,75,No,No,No,0,None,78.89999999999999,13,No,Yes,No,0.0,1200,867.9,37559.4,3,Stayed,28,0
0799-DDIHE,Vidya Siwakoti,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cash,1389.0,19183.5,No,0,68,3103,,1,United States,California,Grenada,96038,"41.599978, -122.539381",41.599978,-122.539381,24,Yes,Yes,Yes,7,Offer D,728.1,27,No,No,Yes,0.0,0,10921.5,30105.0,5,Stayed,68,0
3070-FNFZQ,Indu Khadgi,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,612.0,14362.5,No,0,33,4698,,1,United States,California,Happy Camp,96039,"41.831901, -123.487478",41.831901,-123.487478,48,No,Yes,Yes,1,Offer D,1187.7,0,No,No,No,0.0,0,27317.100000000002,41679.600000000006,4,Stayed,33,0
2812-SFXMJ,Kabir Thapa Magar,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,601.5,601.5,No,0,27,4221,,1,United States,California,Hat Creek,96040,"40.789799, -121.474529",40.789799,-121.474529,46,No,No,No,0,None,229.8,0,No,No,No,0.0,0,229.8,831.3000000000001,3,Joined,27,0
5014-WUQMG,Anurag Thakuri,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Cash,2883.0,131743.5,No,0,68,5793,,1,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127,-122.527696,23,Yes,Yes,Yes,1,Offer B,467.7,52,Yes,No,Yes,0.0,0,21981.9,153725.40000000002,3,Stayed,68,0
5312-TSZVC,Chandrakala Pandit,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,eSewa,589.5,8118.000000000001,No,0,34,4818,,1,United States,California,Hyampom,96046,"40.648024, -123.465088",40.648024,-123.465088,36,No,No,No,0,None,706.8,0,No,No,No,0.0,0,10602.0,18720.0,5,Stayed,34,0
0993-OSGPT,Vidya Phuyal,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mobile Banking,1819.5,119277.0,No,0,24,6418,,1,United States,California,Junction City,96048,"40.913192, -123.06597",40.913192,-123.06597,78,No,Yes,Yes,2,None,1216.5,20,No,Yes,Yes,0.0,0,82722.0,201998.99999999997,5,Stayed,24,0
7108-DGVUU,Debika Shukla,Female,1,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mobile Banking,2151.0,44911.5,No,0,38,2784,,1,United States,California,Lookout,96054,"41.280478, -121.160249",41.280478,-121.160249,73,No,Yes,Yes,4,None,909.0,18,No,No,No,0.0,3000,19089.000000000004,67000.5,5,Stayed,38,0
2782-JEEBU,Mangal Sherpa,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,eSewa,1080.0,23404.5,No,0,64,3378,,1,United States,California,Los Molinos,96055,"40.059385, -122.091481",40.059385,-122.091481,39,No,No,No,0,None,0.0,9,No,Yes,Yes,0.0,0,0.0,23404.5,4,Stayed,64,0
5127-BZENZ,Sarita Kathayat,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mobile Banking,1956.0,105364.5,No,0,26,4775,,1,United States,California,Mcarthur,96056,"41.10831, -121.360362",41.10831,-121.360362,62,No,Yes,Yes,1,Offer B,1191.6,11,No,No,Yes,0.0,0,66729.6,172094.09999999998,3,Stayed,26,0
2720-FVBQP,Urmi Poudel,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1468.5,8197.5,No,0,30,3061,,1,United States,California,Mccloud,96057,"41.251322, -122.105209",41.251322,-122.105209,28,Yes,Yes,Yes,1,Offer E,744.9,82,No,No,Yes,0.0,0,4469.4,12666.900000000001,3,Stayed,30,0
9906-NHHVC,Parvati Thakuri,Female,1,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,1605.0,105537.0,No,0,76,5693,,1,United States,California,Macdoel,96058,"41.769709, -121.92063",41.769709,-121.92063,75,No,No,No,0,Offer B,0.0,9,No,No,Yes,0.0,0,0.0,105537.0,3,Stayed,76,0
4522-XRWWI,Ved Neupane,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),2413.5,101277.0,No,0,62,4397,,1,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,30,No,Yes,Yes,1,Offer B,519.3,82,Yes,Yes,Yes,0.0,0,21810.6,123087.6,3,Stayed,62,0
3766-EJLFL,Muzur Sunwar,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3271.5,225256.5,No,0,80,6391,,1,United States,California,Mill Creek,96061,"40.331975, -121.460674",40.331975,-121.460674,55,No,Yes,Yes,1,None,552.6,53,Yes,Yes,Yes,0.0,0,37576.8,262833.30000000005,4,Stayed,80,0
5939-SXWHM,Safal Duwadi,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,789.0,37351.5,No,0,72,2111,,1,United States,California,Millville,96062,"40.531257, -122.148139",40.531257,-122.148139,59,No,Yes,Yes,1,Offer B,621.9,0,No,No,No,0.0,0,29851.199999999997,67202.70000000001,3,Stayed,72,0
8152-UOBNY,Moti Satyal,Female,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Cash,3204.0,160438.5,No,0,59,5746,,1,United States,California,Mineral,96063,"40.408796, -121.579609",40.408796,-121.579609,66,No,No,No,0,Offer B,318.0,14,No,Yes,Yes,0.0,0,15900.0,176338.5,3,Stayed,59,0
7351-KYHQH,Mamta Sapkota,Female,1,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cash,1948.5,14809.5,No,0,37,4615,,1,United States,California,Montague,96064,"41.759864, -122.379175",41.759864,-122.379175,67,No,No,No,0,None,234.60000000000002,7,No,No,Yes,0.0,0,1642.2,16451.7,4,Stayed,37,0
7643-RCHXS,Prena Rupakheti,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cash,580.5,37915.5,No,0,23,4566,,1,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,31,No,Yes,No,0,Offer B,1255.2,0,No,No,No,0.0,0,79077.6,116993.1,4,Stayed,23,0
8246-SHFGA,Murali Gajmer,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),633.0,11566.5,No,0,78,2842,,1,United States,California,Mount Shasta,96067,"41.33832, -122.290756",41.33832,-122.290756,24,Yes,No,No,0,None,1020.6000000000001,0,No,No,No,0.0,0,17350.2,28916.7,3,Stayed,78,0
0620-XEFWH,Vim Shamsher,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,565.5,2526.0,No,0,63,5279,,1,United States,California,Oak Run,96069,"40.689243, -122.037023",40.689243,-122.037023,41,No,Yes,Yes,1,Offer E,1171.2,0,No,No,No,0.0,0,4684.8,7210.8,4,Stayed,63,0
6485-QXWWE,Kritee Nepal,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,780.0,49161.0,No,0,46,4535,,1,United States,California,Old Station,96071,"40.656287, -121.428965",40.656287,-121.428965,51,No,No,No,0,Offer B,84.9,0,No,No,No,0.0,0,5263.8,54424.8,3,Stayed,46,0
7321-VGNKU,Namita Bhattarai,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2110.5,3607.5,No,0,39,4917,,1,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395,-122.587513,45,No,Yes,Yes,1,Offer E,231.0,22,No,No,No,0.0,600,462.0,4669.5,3,Joined,39,0
5327-CNLUQ,Binay Duwadi,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mobile Banking,2907.0,134203.5,No,0,38,2613,,1,United States,California,Paynes Creek,96075,"40.343213, -121.815412",40.343213,-121.815412,33,No,Yes,Yes,1,Offer B,183.0,18,No,No,Yes,0.0,0,8783.999999999998,142987.5,4,Stayed,38,0
7552-KEYGT,Narendra Yonzon,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,586.5,15616.499999999998,No,0,44,4430,,1,United States,California,Platina,96076,"40.367964, -122.937379",40.367964,-122.937379,53,No,Yes,Yes,1,Offer C,1325.6999999999998,0,No,No,No,0.0,0,35793.9,51410.399999999994,4,Stayed,44,0
5816-JMLGY,Kaushika Satyal,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,2412.0,171535.5,No,0,28,6367,,1,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,28,Yes,Yes,Yes,4,None,1193.4,52,Yes,Yes,Yes,0.0,0,83538.0,255073.50000000003,5,Stayed,28,0
2927-QRRQV,Tej Tuladhar,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Cash,2839.5,129375.0,No,0,79,4120,,1,United States,California,Scott Bar,96085,"41.737962, -123.07557",41.737962,-123.07557,44,No,Yes,Yes,1,Offer B,303.90000000000003,3,No,No,Yes,0.0,0,13979.400000000001,143354.4,4,Stayed,79,0
6265-SXWBU,Charan Upadhyaya,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),2872.5,195337.5,No,0,74,5561,,1,United States,California,Shingletown,96088,"40.497441, -121.827524",40.497441,-121.827524,35,No,Yes,Yes,9,None,1273.5,27,No,No,Yes,0.0,0,87871.5,283209.0,4,Stayed,74,0
7941-RCJOW,Dilip Subedi,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),586.5,36559.5,No,0,76,4309,,1,United States,California,Tehama,96090,"40.021787, -122.127576",40.021787,-122.127576,34,No,No,No,0,Offer B,1341.0,0,No,No,No,0.0,0,87165.0,123724.49999999999,5,Stayed,76,0
6374-NTQLP,Lokendra Maharjan,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3123.0,223431.0,No,0,54,5092,,1,United States,California,Trinity Center,96091,"41.081847, -122.700545",41.081847,-122.700545,67,No,Yes,Yes,4,None,504.6,25,No,Yes,No,0.0,1200,36331.2,260962.19999999998,3,Stayed,54,0
2387-KDZQY,Kanak Khadgi,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,eSewa,603.0,8385.0,No,0,51,2185,,1,United States,California,Weaverville,96093,"40.759401, -122.939337",40.759401,-122.939337,46,No,No,No,0,None,948.0,0,No,No,No,0.0,0,16116.000000000002,24501.0,4,Stayed,51,0
3584-WKTTW,Lochan Mahara,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Cash,3346.5,171610.5,No,0,35,4053,,1,United States,California,Weed,96094,"41.465121, -122.380947",41.465121,-122.380947,23,Yes,Yes,Yes,2,Offer B,1179.6,76,Yes,Yes,Yes,0.0,0,60159.6,231770.1,4,Stayed,35,0
3399-BMLVW,Chandra Siwakoti,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),1815.0,93643.5,No,0,75,4994,,1,United States,California,Whitmore,96096,"40.637105, -121.906949",40.637105,-121.906949,40,No,Yes,Yes,5,Offer B,285.9,10,No,Yes,Yes,0.0,0,14580.9,108224.4,3,Stayed,75,0
1971-DTCZB,Munisha Bista,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,2728.5,194058.0,No,0,54,6091,,1,United States,California,Yreka,96097,"41.764869, -122.671316",41.764869,-122.671316,52,No,Yes,Yes,6,None,1279.2,15,Yes,Yes,Yes,0.0,0,92102.4,286160.4,3,Stayed,54,0
3374-PZLXD,Kedar Khas,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,591.0,20268.0,No,0,73,4136,,1,United States,California,Blairsden Graeagle,96103,"39.783747, -120.661032",39.783747,-120.661032,31,No,No,No,0,Offer C,1095.6000000000001,0,No,No,No,0.0,0,37250.4,57518.4,3,Stayed,73,0
3813-DHBBB,Padma Rajput,Male,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mobile Banking,1528.5,105651.0,No,0,77,6395,,1,United States,California,Cedarville,96104,"41.505916, -120.152505",41.505916,-120.152505,39,No,Yes,Yes,10,None,0.0,6,Yes,Yes,Yes,0.0,0,0.0,105651.0,3,Stayed,77,0
2812-REYAT,Sohani Adhikari,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mobile Banking,601.5,27693.0,No,0,72,5579,,1,United States,California,Chilcoot,96105,"39.872961, -120.198876",39.872961,-120.198876,56,No,Yes,Yes,3,None,663.0,0,No,No,No,0.0,0,32487.000000000004,60180.0,5,Stayed,72,0
6518-PPLMZ,Harsha Mahatto,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,eSewa,582.0,33310.5,No,0,73,4497,,1,United States,California,Clio,96106,"39.745805, -120.580882",39.745805,-120.580882,38,No,Yes,Yes,8,None,759.6,0,No,No,No,0.0,0,40258.8,73569.3,3,Stayed,73,0
4939-KYYPY,Priyam Mahara,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Cash,1783.5,48349.5,No,0,23,4818,,1,United States,California,Coleville,96107,"38.42528, -119.475741",38.42528,-119.475741,55,No,No,No,0,None,1018.1999999999999,25,No,Yes,Yes,0.0,0,27491.4,75840.90000000001,4,Stayed,23,0
5930-GBIWP,Bhavya Chaturvedi,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),2445.0,166597.5,No,0,45,5286,,1,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.101857,46,No,No,No,0,None,97.2,26,Yes,Yes,Yes,0.0,0,6706.8,173304.30000000002,4,Stayed,45,0
6022-KOUQO,Shristi Paneru,Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mobile Banking,871.5,1342.5,No,0,22,4998,,1,United States,California,Eagleville,96110,"41.280341, -120.150381",41.280341,-120.150381,51,No,Yes,Yes,4,Offer E,0.0,27,No,Yes,Yes,0.0,0,0.0,1342.5,4,Joined,22,0
2361-UPSND,Sabita Gartola,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,eSewa,2118.0,96931.5,No,0,52,5433,,1,United States,California,Herlong,96113,"40.198234, -120.18089",40.198234,-120.18089,45,No,Yes,Yes,6,None,1342.5,27,Yes,Yes,Yes,0.0,0,61755.0,158686.5,3,Stayed,52,0
6035-RIIOM,Harkamaya Upadhyaya,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mobile Banking,2916.0,153883.5,No,0,55,4971,,1,United States,California,Janesville,96114,"40.294034, -120.512622",40.294034,-120.512622,39,No,No,No,0,None,946.5,8,Yes,No,Yes,0.0,0,51111.0,204994.5,5,Stayed,55,0
9504-DSHWM,Tilak Karn,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mobile Banking,1776.0,35736.0,No,0,58,5924,,1,United States,California,Litchfield,96117,"40.507272, -120.338228",40.507272,-120.338228,53,No,No,No,0,None,994.2,17,No,Yes,No,0.0,3900,19884.0,59520.0,3,Stayed,58,0
5035-BVCXS,Siddhartha Kc,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,eSewa,2277.0,25992.0,No,0,70,4278,,1,United States,California,Loyalton,96118,"39.637471, -120.226338",39.637471,-120.226338,20,Yes,No,No,0,None,406.5,27,No,No,Yes,0.0,0,4471.5,30463.5,4,Stayed,70,0
6267-DCFFZ,Hetal Satyal,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Cash,2701.5,78816.0,No,0,39,3792,,1,United States,California,Madeline,96119,"41.042003, -120.506086",41.042003,-120.506086,68,No,Yes,Yes,8,Offer C,1432.5,27,No,No,Yes,0.0,0,42975.0,121791.0,5,Stayed,39,0
3533-UVMOM,Rishikesh Dahal,Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mobile Banking,2128.5,142243.5,No,0,43,5036,,1,United States,California,Markleeville,96120,"38.735789, -119.85798",38.735789,-119.85798,56,No,Yes,Yes,4,None,358.2,3,Yes,No,Yes,0.0,0,24357.6,166601.1,3,Stayed,43,0
2439-LYPMQ,Sonam Nepal,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3078.0,120276.0,No,0,40,5469,,1,United States,California,Milford,96121,"40.181279, -120.392967",40.181279,-120.392967,79,No,Yes,Yes,7,Offer C,142.5,24,No,No,Yes,1374.3000000000002,0,5415.0,124316.69999999998,4,Stayed,40,0
1478-VPOAD,Gunjan Kathayat,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cash,1314.0,1314.0,No,0,31,4633,,1,United States,California,Calpine,96124,"39.672813, -120.456699",39.672813,-120.456699,39,No,No,No,0,Offer E,1125.0,3,No,No,Yes,0.0,0,1125.0,2439.0,5,Joined,31,0
9995-HOTOH,Saramsh Magar,Male,0,Yes,Yes,63,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Cash,1770.0,111228.0,No,0,20,5639,,1,United States,California,Sierra City,96125,"39.600599, -120.636358",39.600599,-120.636358,36,No,Yes,Yes,1,None,0.0,5,Yes,No,Yes,0.0,0,0.0,111228.0,3,Stayed,20,0
2988-PLAHS,Trishana Bastola,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Cash,2098.5,6613.5,No,0,67,2754,,1,United States,California,Sierraville,96126,"39.559709, -120.345639",39.559709,-120.345639,58,No,No,No,0,Offer E,885.3000000000001,17,Yes,No,No,0.0,900,2655.9,10169.400000000001,5,Joined,67,0
1371-OJCEK,Neeta Mahat,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mobile Banking,730.5,34011.0,No,0,70,4200,,1,United States,California,Standish,96128,"40.346634, -120.386422",40.346634,-120.386422,25,Yes,No,No,0,None,410.1,0,No,No,No,0.0,0,19684.8,53695.799999999996,5,Stayed,70,0
